scenario_id,scenario_index,scenario_seed,pseudorange_noise_std_m,accelerometer_noise_std_mps2,accelerometer_bias_x_mps2,accelerometer_bias_y_mps2,accelerometer_bias_z_mps2,gyro_noise_std_degps,gyro_bias_x_degps,gyro_bias_y_degps,gyro_bias_z_degps,star_tracker_noise_std_deg,initial_position_error_x_m,initial_position_error_y_m,initial_position_error_z_m,initial_velocity_error_x_mps,initial_velocity_error_y_mps,initial_velocity_error_z_mps,non_gravitational_acceleration_mps2,fault_magnitude_m,fault_start_min,fault_duration_min,gnss_outage_duration_min,star_tracker_outage_duration_min,dual_outage_duration_min,accelerometer_bias_norm_mps2,gyro_bias_norm_degps,initial_position_error_norm_m,initial_velocity_error_norm_mps
AURORA16_000,0,1601000,1.7755075841071664,8.23928316060261e-07,1.1436245493938876e-06,-4.812925502215078e-07,-2.282873374587075e-06,0.00046457117119449006,0.0003595706206496706,-7.759115107884573e-06,-0.0017831801428341823,0.01189685387937358,95.77347310782676,-116.91423048530328,2.0393006800450166,-0.0640476398343118,0.01678449667578752,-0.17163813015625826,1.737131370521903e-05,73.30439426911713,100.42088877288107,7.333732498433792,17.824896461560627,6.914417465897046,15.45899962920924,2.598274518459063e-06,0.001819088413711599,151.1477892275301,0.18396594038175082
AURORA16_001,1,1601001,1.618097965257021,4.0372814132806746e-07,-1.2997312087022947e-06,-4.412139535720037e-06,-2.4523086340765934e-06,0.00031223934048198773,-0.0009727927588575752,0.001044312406960195,-8.004209629500648e-06,0.03956772326514215,-96.45090944267334,68.90349978455333,-69.8404079653858,0.18634991747803092,-0.1631130306540345,-0.0930919739883601,2.8959032748500836e-05,64.14873172906886,108.03287182575131,7.479595155254617,15.344737297203771,11.33446955145674,11.007733728458762,5.212494041656562e-06,0.001427227459933602,137.57962349000027,0.264571858167611
AURORA16_002,2,1601002,1.6767280948823262,8.760807693612987e-07,-4.548726556867467e-06,3.074129090794024e-06,-4.589471791310952e-06,0.000602094447985206,0.00014882627029584854,0.0009872866050176883,0.001971086690239008,0.037050344140253134,144.65545690544195,17.43044327251951,-50.51505978427343,-0.15606316700881578,-0.19469544764147748,-0.14736405111494305,2.0626770026163237e-05,32.20375474000633,109.73930205703176,9.445957342659486,19.40056524878515,5.2462485757935235,16.829208338215615,7.155727375973488e-06,0.002209539961081241,154.21022284598195,0.28978991181568825
AURORA16_003,3,1601003,1.7381345738931955,7.464075012057015e-07,-1.740188182311659e-06,-4.861142887390958e-06,2.874053391398247e-06,0.00026936821863061413,0.0009449199856289541,-0.000856343238765128,0.0009582663514585994,0.018341843365887314,-2.616684300828126,186.077944158248,22.531236377145632,-0.03738141282203436,0.024045148201284977,0.15884448414982227,2.1743387909702103e-05,22.240589827364253,105.07790350357412,6.192707400226277,17.47606141141086,11.4836901530117,17.719871445390385,5.909242589206897e-06,0.0015951400948372991,187.45534121911027,0.16494577691294873
AURORA16_004,4,1601004,3.0341180819001154,9.412274217727097e-07,4.865740322526362e-06,2.0356894691611138e-06,2.055113597592643e-06,0.00025922790498940514,0.0011690060663003938,-0.0014531289027820498,0.0006736223484317739,0.041947431991216935,25.40782303639716,67.77211600677691,-106.54453653400685,-0.11799847229052962,-0.09300450851368627,0.04496487119763959,2.5996993885980894e-05,61.48687537817759,108.13094463686178,8.462495687774814,19.002008876864853,11.193108054412145,16.50107882859338,5.6606494680489246e-06,0.0019829084344604574,128.80355369604993,0.15682894410341333
AURORA16_005,5,1601005,2.32829854902806,4.5772217382649483e-07,4.187816647919674e-06,-2.6798371429971496e-06,-8.53127370391366e-07,0.00033760049342193116,-0.00015696731673585092,-0.0006911528045977125,-0.0013155669568372965,0.014991490444412637,168.92509598806868,-141.85235335315878,88.2662105962367,-0.17025021045583003,0.1674890420149045,0.11945600333469203,3.1035786249854825e-05,39.26915345315899,102.54512197216557,5.076543359828536,19.30360562742562,7.259110226009685,10.661012334379631,5.044517984871418e-06,0.0014943384341402324,237.58935611560304,0.2670345484914317
AURORA16_006,6,1601006,3.773050726031773,7.704938199142795e-07,-1.4342855363022574e-06,-2.377279435264595e-06,1.620735761073509e-06,0.00027998194299097697,-0.0015716532488745953,0.0006615207628022177,-0.0014184374562406588,0.03471182458507031,179.54893501899852,-57.277150878009735,-61.386272080332844,-0.109191095203589,0.13458734902245278,0.029888850519616122,3.390189264808038e-05,26.826819388319223,101.80924463758461,9.63570786324155,13.05599875420914,8.503847454566365,15.96069862500427,3.2148743241688826e-06,0.002218032567746238,198.2088960644287,0.17586868161794672
AURORA16_007,7,1601007,1.868262343298196,3.744772429697052e-07,-1.6994336390096913e-06,-1.9592111186466767e-06,-3.975845926913675e-06,0.00037932145342472437,-0.0007933590209624098,0.0005335918291212724,0.0002972014987560525,0.010536777814197054,187.10717750832464,79.14273400419347,60.18627837613303,-0.14817202155210718,-0.0405484267202795,0.039311704572615236,1.701775524029136e-05,13.762837188726785,107.26727146250113,7.12487538551432,14.760997062074074,6.693673349770759,18.491000329655364,4.746992072395165e-06,0.0010012329934187458,211.884535361974,0.15857027778474933
AURORA16_008,8,1601008,2.0145191148405877,4.938923744860204e-07,-2.970734940532272e-06,7.88134780528527e-07,-3.5154409001520568e-06,0.0004191814210000528,-0.001986009375188061,-0.0016918586181145989,0.0004836402721546647,0.010474079811339852,124.86374605606875,26.55007903618926,38.25844913459696,0.06286550169198563,0.06951808035440904,0.03139390569768136,1.0328254481626613e-05,58.54692274368483,109.85391983208692,5.67345330277798,12.65919263548329,5.8931415940875045,19.488208206202955,4.669555358022853e-06,0.002653399090765155,133.26503932452377,0.09884539500706155
AURORA16_009,9,1601009,5.2461881242424635,3.394600890282565e-07,2.644612458058437e-06,-3.690319172163856e-06,3.073017536737533e-06,0.000522183226789712,-0.0015595951901867242,-0.001407174480571277,-0.001575938131940858,0.04127927290488525,64.15454062195198,6.909113594352505,84.20488532619521,0.19184829276751664,-0.11261121599134803,-0.06498872771447187,2.5877997129510464e-05,24.635059643972852,104.25630553405877,7.554927354283901,10.960025844700855,14.878868682723986,13.739497444026902,5.482323177892236e-06,0.0026260346859342605,106.0848888667516,0.23175544898622466
AURORA16_010,10,1601010,4.68042713981466,3.0157577171589355e-07,5.134846762575303e-07,-4.627144391971337e-06,-6.533720837054201e-07,0.0004275683486954703,0.0003880619458473131,0.001120328160302264,0.001000275209424641,0.03253022179486195,109.00248843893405,111.86040338069392,17.87011103370935,-0.05475671059390827,0.1032992111915863,-0.10375336344002066,1.2745614300977847e-05,47.3571772769594,108.44435239829372,8.693807840895479,11.759550473591158,9.955489437392526,18.819887877863437,4.7011729192477755e-06,0.0015512181520245846,157.2057034548321,0.15631309866094392
AURORA16_011,11,1601011,5.616398554878109,4.3171532721175336e-07,-3.940541385262648e-06,3.907168741309226e-06,-4.162567037751909e-08,0.00040524669515656626,0.0013218634959098101,0.0007311581682953408,0.0013146665141946711,0.01620578042357162,-118.97404179256476,-167.17193672645809,108.44423365078615,0.007538246724353825,-0.03599260357691633,-0.15438086719268207,1.8912227646827937e-05,37.43797299421091,102.86575260625052,7.230682044443089,18.04983522918186,8.123775366208509,14.022229720270598,5.549375341285356e-06,0.002002564209314815,232.08065593978347,0.1587001727506521
AURORA16_012,12,1601012,2.3932850720943297,4.882385798097926e-07,-1.7808545650807642e-07,3.43144264063816e-06,-4.879343584533513e-06,0.000697240335370811,0.0007795622186956308,-0.0018284650884470362,-0.0008682866897826199,0.026187347048274294,-163.38868200331598,-15.045219265651554,182.43246639558544,-0.01089824355257843,0.17332877074476544,-0.02933056578169324,2.750846335096771e-05,7.398618732709641,105.65365030304231,8.167998196931304,15.95133502638875,10.812964598972988,17.814757691123404,5.967789108349743e-06,0.0021690835871724587,245.36467721477078,0.1761303964950315
AURORA16_013,13,1601013,5.1482787619058,2.519468748801443e-07,-3.4187935842144266e-06,-1.1338308075663403e-06,-4.31193336454102e-06,0.0007532426402710326,0.0006486154346272677,0.0019524810286682681,-0.0010032870527891188,0.01377472037949243,14.993787079197887,-150.9146523545499,-139.28145275800563,0.1041659348459682,-0.08275469531437984,-0.023286766003548454,1.627381727811861e-05,76.37246707300234,107.86245300853776,9.145400533066098,14.241511336446882,14.724714393336162,18.94128418565078,5.618406465528665e-06,0.002288988654327604,205.91107068016407,0.1350598202642605
AURORA16_014,14,1601014,2.187086014217859,8.427394143632799e-07,4.270922237809082e-06,-7.329216720149858e-07,4.2038992363343e-06,0.0005079334090062078,-0.00042391477511453707,0.0012752172274437348,-0.00038485112044023967,0.021136405151849665,-84.4572394148258,-62.83314341261729,51.90690366760444,0.13625405204202656,-0.0003161629928299936,0.06868417342143529,2.2139438354824284e-05,12.88946202213662,102.0599435197721,6.404290888054103,17.19441350095147,10.385723182387848,14.12756995846804,6.037443144906086e-06,0.001397853031843406,117.36846190115003,0.1525869664666518
AURORA16_015,15,1601015,1.9597590516884535,4.743287085756228e-07,2.5870016050119056e-07,2.207286162740125e-06,-3.3109340399713844e-06,0.00043724096004158397,0.00010149925258868316,0.0008198775996638764,-0.0017445898749424552,0.04560445137869381,77.41874940409264,-70.78252301785935,-170.22010395256342,-0.12276746656875503,-0.07045720072103828,-0.12847564697852176,2.2767875489166973e-05,19.05549247483503,108.72067943284648,9.021355027101905,11.578007093576742,12.857947826738036,13.42009329924314,3.987646197233225e-06,0.0019303096146624748,199.94677320149225,0.191159775705311
AURORA16_016,16,1601016,2.491469501971319,7.307861473221981e-07,3.565610617494786e-06,-1.519652639442738e-06,4.999173105822648e-06,0.00035221830566451254,0.0012577765636338236,-0.0011992503922845094,0.0015102155879253144,0.02560933391393432,69.37851187867602,-112.2572724859189,-76.11721093726074,0.03598414209042228,0.08238184553833527,-0.18408367556961241,2.2834463339802373e-05,10.745345805027092,107.14870697567083,8.075800045070228,16.973801669209685,11.890922345277882,18.237257481044516,6.325713790722537e-06,0.002302380183513067,152.3446846376495,0.20486196954902136
AURORA16_017,17,1601017,1.7842915668084967,2.8064543685553687e-07,4.691767620858159e-06,-1.8231979607883352e-06,-4.1046793277158495e-06,0.000364199222755814,-0.0010935906852520007,-0.001539841202529077,-0.000748152738648008,0.02029969546777246,-137.06464550639257,-159.89553058802062,-35.77298487142846,0.18094753689649362,-0.1230052319553441,0.08932248153913497,1.8479959749057863e-05,23.013735288541657,103.92799330324615,7.826843449346215,14.949882733235231,14.377439289174802,11.28134308069051,6.495007821067933e-06,0.0020314487530387394,213.6188292179066,0.23632774679585347
AURORA16_018,18,1601018,2.7537448807967615,7.078699789849241e-07,-4.335146807948301e-06,-3.3458002864458872e-06,3.6819242673919072e-06,0.0007302424213130618,0.0005978268363515272,0.001557169635642024,0.000708109632468664,0.010920542535528401,-114.12040551935624,21.285728205654124,66.97804852025172,-0.13515499492569083,0.0289129343954177,-0.1075088940736688,1.0848667454471164e-05,50.43826501848613,105.17285918393156,5.213490963324153,12.054343399954165,14.260091228710591,12.191138120732244,6.598821388252235e-06,0.0018120688320321873,134.02465506289687,0.17510280618442578
AURORA16_019,19,1601019,1.6367633650905797,3.4610678700429066e-07,-8.432344271826494e-07,2.676005417991789e-07,2.772733736450293e-06,0.0009078773291136973,0.00019361735036452525,0.0011737888162951546,-0.00033263046072922885,0.02364274215948774,9.298015236509826,-84.24399541215001,-190.83263143430008,-0.013611425996375798,0.19373381029365205,-0.036645843045339105,2.470057453739834e-05,74.92528317731207,106.68407541960524,5.539689994720876,17.156141910559935,8.914672282935971,10.065950194565978,2.9104478559848598e-06,0.0012352776558436967,208.80755989781628,0.1976385032858102
AURORA16_020,20,1601020,4.545064314642771,2.643238359257158e-07,2.341554165579797e-06,3.790212793351797e-06,-3.7019708478567036e-06,0.000650305827708048,-0.0017361009980462199,0.001249217926906967,-0.001458878566311436,0.023049648490120325,21.479899833441948,199.86741387083924,-187.41126481229276,0.003086308999749543,-0.13257672942503648,-0.16773184784779746,1.5288716819193294e-05,59.00813067386517,101.39259839106518,8.299883616225394,16.239042807491426,13.796052046861256,12.397504474035616,5.7925104305139245e-06,0.002588999570406633,274.82967707803203,0.21382256024731802
AURORA16_021,21,1601021,3.07984158317116,3.2905438464273254e-07,4.443406279475569e-06,2.917264466478575e-06,-1.4897673835071013e-06,0.0009836884043410877,-0.0004549376151652465,-0.000513169374211643,-0.00022205711621149714,0.017524205232283357,141.263093566416,97.78417304216157,31.142340653453772,-0.018907981311638983,-0.06285299912335596,-0.03967665190754713,1.4140966197728203e-05,35.09300454145938,105.83300399724307,6.406495348637884,12.475423604410802,5.001597666801369,14.779699373970255,5.520298740903706e-06,0.0007208470040037467,174.60484381273378,0.07669581450558131
AURORA16_022,22,1601022,3.4540420972379438,3.209423438466472e-07,8.863746853396874e-07,-1.3557457098065754e-06,3.1695038205200975e-06,0.0004715144083663505,0.0015200677490922747,0.0004600317310636758,7.959567347788979e-05,0.01940818002142667,-22.183028055321984,-39.34246663967096,155.95289817415699,-0.09939604371205107,0.05821033138365944,-0.17838464738825174,2.0014469627189206e-05,36.26991686501424,103.78228793551115,6.649160176855011,11.28090383602549,10.721495832201308,10.164539935512888,3.559418629602517e-06,0.0015901479889155901,162.36139585478995,0.21234193794263612
AURORA16_023,23,1601023,3.3442397705068085,9.996655222165067e-07,3.2596997148214753e-06,-3.210286812682453e-06,1.5462853053159885e-07,0.0007114694436501853,0.0018892750007326944,-0.0010313184485202752,0.000501679349950687,0.01653873511754587,48.45502953252287,-12.317287203298434,120.98499690877406,0.09300032478762021,-0.16169144202653496,0.13502965034740433,3.566273625600627e-05,46.25706089837727,107.6759773377049,7.992145451300096,14.496902906524229,12.133370098153698,12.877881167663148,4.577717076550759e-06,0.0022101266798124344,130.90826913553732,0.23027416118219912
AURORA16_024,24,1601024,2.833761876753861,5.324051301128902e-07,-2.347764860530581e-06,3.6230517033539157e-06,-2.045522343988731e-06,0.0003006454003915565,0.0003061654893116057,-0.0017779585307718428,-0.0006688512210915342,0.034114623210736106,113.01572590766528,-2.055273470502925,128.3568336433101,0.1380509095549768,0.11292667730054923,-0.07506670045060593,1.379467903415123e-05,51.824797257777306,105.31689334322712,8.235859698096014,16.356233074681587,12.407750360729672,12.167675596171996,4.777307311161283e-06,0.0019241194869200357,171.03290675893766,0.1935083915277055
AURORA16_025,25,1601025,1.8346107695594924,2.7706483153477666e-07,-1.0852849157423965e-06,1.6994429473299958e-06,-1.653809293342178e-06,0.0006364824530887838,-0.0006569122725149587,0.0006104334558773576,-0.0009782702059706377,0.011138757378802301,-192.86780009210275,126.40883991469423,77.91664640735297,-0.19287034677802942,0.10666606292063563,0.171299554996784,2.1227396223016675e-05,11.662872911649362,103.70318536604734,9.802022633715618,19.58764856619206,10.622195711640249,19.53561746466454,2.6078793795558487e-06,0.001327092812777228,243.40950455624073,0.27914182271268945
