group_id,run_id,epoch_index,time_seconds,time_minutes,redundancy_mode,fault_label,fault_magnitude_m,fault_satellite_id,fdir_detected,fdir_reconfigured,fdir_measurement_accepted,fdir_correct_isolation,number_of_satellites,degrees_of_freedom,pdop,chi2_statistic,chi2_threshold,chi2_ratio,chi2_per_dof,residual_rms_m,residual_std_m,residual_mean_abs_m,residual_max_abs_m,residual_peak_to_peak_m,normalized_residual_rms,normalized_residual_max,residual_peak_over_rms,prior_position_correction_m,prior_clock_correction_m
R00_E0030_FULL,0,30,300.0,5.0,FULL,0,0.0,,0,0,1,0,12.0,8.0,1.2020695404796309,11.846051556644815,20.090235029663233,0.589642258497928,1.4807564445806018,2.980694326408465,2.9806943264084644,2.288056624121964,6.40705169737339,10.536459565162659,0.9935647754694883,2.1356838991244635,2.149516520566352,20.808749976898806,11.527546264951525
R00_E0030_FULL,0,30,300.0,5.0,FULL,1,5.0,GPS01,0,0,1,0,12.0,8.0,1.2020695153785907,15.612628941223457,20.090235029663233,0.7771252510571135,1.9515786176529322,3.4219105344701215,3.421910534470122,2.7310329315563044,6.7770021222531796,10.82289844751358,1.140636844823374,2.2590007074177265,1.9804732046574647,22.439898707224387,12.399944356038759
R00_E0030_FULL,0,30,300.0,5.0,FULL,1,10.0,GPS01,1,1,1,1,12.0,8.0,1.202069490277561,22.92663732646209,20.090235029663233,1.141183131636385,2.865829665807761,4.146682769979707,4.146682769979707,3.2756256569797793,8.178963627666235,14.13609441369772,1.3822275899932357,2.7263212092220783,1.972411221537996,24.08691572336491,13.27234234711068
R00_E0030_FULL,0,30,300.0,5.0,FULL,1,20.0,GPS01,1,1,1,1,12.0,8.0,1.20206944007553,48.19694729253038,20.090235029663233,2.3990235664922577,6.024618411566298,6.012296605241445,6.012296605241444,4.484425287072857,14.564345352351665,24.343944784253836,2.004098868413815,4.854781784117222,2.422426288758717,27.417090459013448,15.017138040646387
R00_E0030_FULL,0,30,300.0,5.0,FULL,1,50.0,GPS01,1,1,1,1,12.0,8.0,1.2020692894696694,209.14622912754,20.090235029663233,10.410342577811338,26.1432786409425,12.524363131339454,12.524363131339456,8.54372021742165,33.72049231827259,54.967495664954185,4.174787710446485,11.240164106090864,2.6923917779016246,37.580583715880415,20.251522802405816
R00_E0030_FIVE_SAT,0,30,300.0,5.0,FIVE_SAT,0,0.0,,0,0,1,0,5.0,1.0,3.5216274785953745,2.1762832650536343,6.6348966010212145,0.328005603692252,2.1762832650536343,1.9792195121048453,1.9792195121048453,1.5633618250489234,3.2909401655197144,5.957107536494732,0.6597398373682818,1.096980055173238,1.662746423725325,23.802021856373702,15.438885064028
R00_E0030_FIVE_SAT,0,30,300.0,5.0,FIVE_SAT,1,5.0,GPS01,0,0,1,0,5.0,1.0,3.5216271243168,2.9164291204419754,6.6348966010212145,0.4395590912438773,2.9164291204419754,2.291194539273249,2.291194539273249,1.8097871966660022,3.809675447642803,6.896098252385855,0.763731513091083,1.2698918158809345,1.6627463894232244,24.318690686415813,17.656814183763345
R00_E0030_FIVE_SAT,0,30,300.0,5.0,FIVE_SAT,1,10.0,GPS01,0,0,1,0,5.0,1.0,3.5216267700382877,3.7647178558275303,6.6348966010212145,0.5674116843430659,3.7647178558275303,2.603169633444881,2.603169633444881,2.0562126278877257,4.328410819172859,7.835089165717363,0.8677232111482936,1.442803606390953,1.662746354890786,25.323486096286338,19.87474304425632
R00_E0030_FIVE_SAT,0,30,300.0,5.0,FIVE_SAT,1,20.0,GPS01,0,0,1,0,5.0,1.0,3.5216260614814643,5.785724207666864,6.6348966010212145,0.8720142235187736,5.785724207666864,3.227120012302046,3.227120012302046,2.549063662439585,5.365881819278002,9.713071551173925,1.0757066707673486,1.7886272730926673,1.6627462873468668,28.567336052635028,24.310599979045946
R00_E0030_FIVE_SAT,0,30,300.0,5.0,FIVE_SAT,1,50.0,GPS01,1,0,0,0,5.0,1.0,3.5216239358125687,14.444179101005652,6.6348966010212145,2.1770013866956823,14.444179101005652,5.098972679060966,5.098972679060966,4.0276181541383265,8.478296849876642,15.34702318906784,1.6996575596869887,2.826098949958881,1.6627460830870773,44.056329190375834,37.61816453004576
R00_E0074_FULL,0,74,740.0,12.333333333333334,FULL,0,0.0,,0,0,1,0,14.0,10.0,0.9273362799132363,12.028914665420583,23.209251158954356,0.5182810329828204,1.2028914665420583,2.78080450831853,2.7808045083185298,2.31631638109684,5.865535717457533,10.860347628593445,0.9269348361061768,1.9551785724858444,2.1092945224704946,49.89467039396581,7.317317368077056
R00_E0074_FULL,0,74,740.0,12.333333333333334,FULL,1,5.0,GPS01,0,0,1,0,14.0,10.0,0.9273362700287905,16.7700216028783,23.209251158954356,0.7225576339376318,1.6770021602878298,3.2834019207643323,3.2834019207643323,2.5946230459958315,6.2752027325332165,12.272710759192705,1.0944673069214441,2.0917342441777387,1.9111893347106383,49.61583588895672,7.958378322011413
R00_E0074_FULL,0,74,740.0,12.333333333333334,FULL,1,10.0,GPS01,1,1,1,1,14.0,10.0,0.9273362601443486,25.062573457997573,23.209251158954356,1.0798527400281153,2.5062573457997575,4.013932531303383,4.013932531303383,2.8729297127574682,9.061446275562048,16.617039743810892,1.3379775104344611,3.020482091854016,2.2574984021018567,49.381438830469904,8.59943918211502
R00_E0074_FULL,0,74,740.0,12.333333333333334,FULL,1,20.0,GPS01,1,1,1,1,14.0,10.0,0.9273362403754768,52.30201272059238,23.209251158954356,2.253498502058036,5.230201272059238,5.798510365881737,5.798510365881737,4.016487982922366,15.454049989581108,25.57042470574379,1.9328367886272455,5.151349996527036,2.6651758838808464,49.048384628932766,9.881560620382515
R00_E0074_FULL,0,74,740.0,12.333333333333334,FULL,1,50.0,GPS01,1,1,1,1,14.0,10.0,0.9273361810689561,219.25502804812768,23.209251158954356,9.446880752270069,21.92550280481277,11.872222238826314,11.872222238826314,8.359501755397234,34.63186513260007,52.430581733584404,3.957407412942105,11.543955044200024,2.917049936897388,49.157009057548684,13.727922714617307
R00_E0074_FIVE_SAT,0,74,740.0,12.333333333333334,FIVE_SAT,0,0.0,,0,0,1,0,5.0,1.0,1.8786117991479585,1.421093542683852,6.6348966010212145,0.21418473084646467,1.421093542683852,1.5993649917485795,1.5993649917485795,1.4052076943218708,2.3113178983330727,4.499866347759962,0.5331216639161932,0.7704392994443575,1.4451472367205673,51.70970251443609,4.055819086006522
R00_E0074_FIVE_SAT,0,74,740.0,12.333333333333334,FIVE_SAT,1,5.0,GPS01,0,0,1,0,5.0,1.0,1.8786116473056624,1.7733319822838896,6.6348966010212145,0.26727349179954757,1.7733319822838896,1.7866162341451512,1.7866162341451512,1.5697273068130015,2.5819234624505043,5.026703909039497,0.5955387447150504,0.8606411541501681,1.4451472079485983,48.99045872898767,6.363934837052511
R00_E0074_FIVE_SAT,0,74,740.0,12.333333333333334,FIVE_SAT,1,10.0,GPS01,0,0,1,0,5.0,1.0,1.8786114954634134,2.164529432468102,6.6348966010212145,0.3262340866223819,2.164529432468102,1.973867517956204,1.9738675179562035,1.7342469565570355,2.8525290824472904,5.553541589528322,0.6579558393187347,0.9508430274824301,1.4451471826239264,46.41929022455218,8.672050258493982
R00_E0074_FIVE_SAT,0,74,740.0,12.333333333333334,FIVE_SAT,1,20.0,GPS01,0,0,1,0,5.0,1.0,1.8786111917790544,3.063801438604311,6.6348966010212145,0.46177078903275504,3.063801438604311,2.3483701985606444,2.3483701985606444,2.063286366313696,3.3937404565513134,6.607217255979776,0.7827900661868815,1.1312468188504379,1.44514713167089,41.828969167453806,13.288280098269752
R00_E0074_FIVE_SAT,0,74,740.0,12.333333333333334,FIVE_SAT,1,50.0,GPS01,1,0,0,0,5.0,1.0,1.8786102807271,6.696636056387682,6.6348966010212145,1.0093052626256398,6.696636056387682,3.471879159979193,3.471879159979193,3.050405468046665,5.01737567037344,9.768246810883284,1.1572930533263976,1.6724585567911465,1.4451469763721583,34.91030086904669,27.136961660948145
R00_E0118_FULL,0,118,1180.0,19.666666666666668,FULL,0,0.0,,0,0,1,0,15.0,11.0,0.8513102115275385,17.980061969443007,24.724970311318277,0.7272025706422113,1.6345510881311824,3.2845147558910135,3.284514755891013,2.757507682591677,6.23379497975111,11.753894969820976,1.0948382519636712,2.0779316599170365,1.8979348375799958,29.56115329538304,11.328692422914173
R00_E0118_FULL,0,118,1180.0,19.666666666666668,FULL,1,5.0,GPS02,0,0,1,0,15.0,11.0,0.8513102123345557,14.614836020880611,24.724970311318277,0.5910962010009136,1.328621456443692,2.9612331236375784,2.9612331236375784,2.455312440544367,6.25872128456831,11.7354627661407,0.9870777078791928,2.0862404281894364,2.113552369318393,29.264191231875962,11.624989410040143
R00_E0118_FULL,0,118,1180.0,19.666666666666668,FULL,1,10.0,GPS02,0,0,1,0,15.0,11.0,0.851310213141573,15.645862153324677,24.724970311318277,0.6327959935370485,1.4223511048476978,3.0639055618597006,3.0639055618597,2.549688589324554,6.997342590242624,11.717030607163906,1.0213018539532335,2.332447530080875,2.2837983903118224,28.98354016323902,11.921286393091577
R00_E0118_FULL,0,118,1180.0,19.666666666666668,FULL,1,20.0,GPS02,1,1,1,1,15.0,11.0,0.8513102147556078,30.896670811373912,24.724970311318277,1.2496140712140889,2.808788255579447,4.305578066511435,4.305578066511435,3.292329459885756,10.819496277719736,19.29408146813512,1.4351926888371451,3.606498759239912,2.512902126168196,28.47307229636494,12.513880341954064
R00_E0118_FULL,0,118,1180.0,19.666666666666668,FULL,1,50.0,GPS02,1,1,1,1,15.0,11.0,0.8513102195977134,182.15915122740387,24.724970311318277,7.367416378413907,16.5599228388549,10.454448370738762,10.454448370738762,6.824676156789065,34.55926290526986,47.465575989335775,3.4848161235795874,11.51975430175662,3.305699323361596,27.379648426517807,14.29166202612032
R00_E0118_FIVE_SAT,0,118,1180.0,19.666666666666668,FIVE_SAT,0,0.0,,0,0,1,0,5.0,1.0,1.8939558647806212,1.980506938884888,6.6348966010212145,0.29849853855748965,1.980506938884888,1.8880975848702308,1.8880975848702308,1.553885767608881,3.030934687703848,5.575476728379726,0.6293658616234102,1.0103115625679493,1.6052849767890383,29.288877851468037,8.495911197522219
R00_E0118_FIVE_SAT,0,118,1180.0,19.666666666666668,FIVE_SAT,1,5.0,GPS02,1,0,0,0,5.0,1.0,1.8939557898307444,6.779845571691108,6.6348966010212145,1.0218464550973685,6.779845571691108,3.4933826055907464,3.4933826055907464,2.875019533932209,5.607874684035778,10.315819319337606,1.1644608685302489,1.8692915613452594,1.6052849965706695,27.500024471342574,9.583656454411539
R00_E0118_FIVE_SAT,0,118,1180.0,19.666666666666668,FIVE_SAT,1,10.0,GPS02,1,0,0,0,5.0,1.0,1.8939557148808905,14.442450967584913,6.6348966010212145,2.1767409254519494,14.442450967584913,5.098667643772523,5.098667643772523,4.196153276413679,8.184814777225256,15.056162022054195,1.6995558812575078,2.7282715924084187,1.6052850173951094,25.734574852728908,10.671401609084569
R00_E0118_FIVE_SAT,0,118,1180.0,19.666666666666668,FIVE_SAT,1,20.0,GPS02,1,0,0,0,5.0,1.0,1.8939555649812538,38.35746252857074,6.6348966010212145,5.781169599940251,38.35746252857074,8.309237784022512,8.309237784022512,6.838420705497265,13.338695254176855,24.536847792565823,2.769745928007504,4.446231751392285,1.6052850575326267,22.296061906221524,12.84689163175426
R00_E0118_FIVE_SAT,0,118,1180.0,19.666666666666668,FIVE_SAT,1,50.0,GPS02,1,0,0,0,5.0,1.0,1.8939551152829004,178.82091103553745,6.6348966010212145,26.951574649711063,178.82091103553745,17.94094868907348,17.94094868907348,14.765222515165807,28.80033901333809,52.97890796139836,5.98031622969116,9.60011300444603,1.6052851781956363,13.570137553171334,19.37335937809621
R00_E0163_FULL,0,163,1630.0,27.166666666666668,FULL,0,0.0,,0,0,1,0,14.0,10.0,0.9795601114260036,13.77438184181687,23.209251158954356,0.593486698363492,1.377438184181687,2.975728441147428,2.975728441147428,2.206445286316531,7.289872661232948,11.347426727414131,0.9919094803824761,2.429957553744316,2.4497775268841417,11.159166418054957,5.3775389033144165
R00_E0163_FULL,0,163,1630.0,27.166666666666668,FULL,1,5.0,GPS04,0,0,1,0,14.0,10.0,0.9795600992136115,17.911879011490512,23.209251158954356,0.7717560074996187,1.7911879011490512,3.3933433903054393,3.3933433903054397,2.5819356752825633,7.996471714228392,12.541877467185259,1.1311144634351464,2.665490571409464,2.3565170966999065,12.320509191833464,4.816245796271687
R00_E0163_FULL,0,163,1630.0,27.166666666666668,FULL,1,10.0,GPS04,1,1,1,1,14.0,10.0,0.9795600870012229,25.983853377417166,23.209251158954356,1.119547252923425,2.5983853377417168,4.087041196590184,4.087041196590184,3.07410079613328,9.03528743237257,14.068544875830412,1.3623470655300614,3.0117624774575233,2.210716016249287,13.503105989172514,4.2549527634255355
R00_E0163_FULL,0,163,1630.0,27.166666666666668,FULL,1,20.0,GPS04,1,1,1,1,14.0,10.0,0.9795600625764552,53.9312341887817,23.209251158954356,2.323695573778756,5.3931234188781705,5.888130358726755,5.888130358726754,4.236666284501553,16.117343433201313,22.126304294914007,1.9627101195755852,5.372447811067104,2.737259953715854,15.913033538467465,3.1323669004232215
R00_E0163_FULL,0,163,1630.0,27.166666666666668,FULL,1,50.0,GPS04,1,1,1,1,14.0,10.0,0.9795599893022333,232.2008409485305,23.209251158954356,10.004667507721168,23.22008409485305,12.217690828515762,12.217690828515762,8.088230428152851,37.3635138720274,49.0878230817616,4.072563609505254,12.454504624009132,3.0581485811395686,23.332385171385656,0.2353890295016754
R00_E0163_FIVE_SAT,0,163,1630.0,27.166666666666668,FIVE_SAT,0,0.0,,0,0,1,0,5.0,1.0,1.8544708786746138,0.16589590928590525,6.6348966010212145,0.02500354101379233,0.16589590928590525,0.5464546062708497,0.5464546062708497,0.45642474070191386,0.8267747014760971,1.6135445944964886,0.1821515354236166,0.27559156715869904,1.512979654647301,6.1007492366127565,4.214239963937871
R00_E0163_FIVE_SAT,0,163,1630.0,27.166666666666668,FIVE_SAT,1,5.0,GPS04,0,0,1,0,5.0,1.0,1.8544707875617186,0.44334235596919996,6.6348966010212145,0.06681978373272052,0.44334235596919996,0.8933175475409402,0.8933175475409403,0.7461410649120808,1.3515712767839432,2.6377446688711643,0.29777251584698006,0.4505237589279811,1.5129796571269094,8.177913623385642,2.907518080464797
